  -7.1764519e+02  -8.5443540e+02  -6.4862309e+02  -6.6171847e+02  -5.0783730e+02
  -1.0012339e+02  -1.5094001e+02  -8.0033032e+01  -1.1184993e+02  -9.5624254e+01
  -9.2645515e+02  -1.3528638e+03  -5.6695529e+02  -8.4745303e+02  -8.0239599e+02
  -1.8161828e+02  -2.2354206e+02  -1.4369000e+02  -1.6694809e+02  -1.4056487e+02
  -2.3439521e+02  -2.0489102e+02  -2.2347855e+02  -2.4901101e+02  -2.0300462e+02
  -3.3358746e+02  -4.5481804e+02  -2.2214562e+02  -3.1128211e+02  -3.3190149e+02
  -2.8537682e+02  -2.8124573e+02  -3.2311890e+02  -3.2527117e+02  -2.7263744e+02
